,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop
0,0vZwdJBXOGppAMLjwDUNWg,A Rã,17wDxPR2GcU3r1dpCoCiUi,João Donato,"['bossa nova', 'brazilian jazz', 'mpb', 'piano mpb']",50,48
1,0Vl9aGb0dmeiCQ2ATgNK2B,Mas Que Nada,6hCsqVHnBo1BVQWuIjRMkL,Sergio Mendes & Brasil '66,['lounge'],57,50
2,3oAUlcseAPHcBVJ6nHWbJv,Só Danço Samba,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0,62
3,1zKgDX6cFrdPkNF5Z04snQ,Águas De Março,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
4,4SSADZr3VsQeoqNbjLXw8W,Agua De Beber,5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",0,59
5,0Eb3TL58Q9d0MUToLIcuAG,O Pato,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",0,63
6,3QczGFzPU2pr54vcRn90at,The Girl From Ipanema,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",0,73
7,0QhoniumuDQIQY46aIebRq,Chega de Saudade,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",46,62
8,68K8VaazzURRjLf84yaOA3,Nova Bossa Nova,5I0EPnV9gwrZYTbScjnaOk,Marcos Valle,"['bossa nova', 'brazilian boogie', 'mpb']",50,49
9,2dA7eKXUzw1Ndc78kKRefH,Samba Da Benção,5HlnN6xF2MD87KhGRmCRTd,Vinícius de Moraes,"['bossa nova', 'mpb', 'samba']",0,56
10,0jsezJ6ZF2MjxTGIqSQfWC,Para Machuchar Meu Coracao,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0,62
11,4kCy1U3iRy8nnrkO8mr9Ix,Bossa Nova Cha Cha,174ThXFgQg2VCq9r3m8ceb,Luiz Bonfá,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",43,52
12,0bORdXCiaglwcI2c4V3hNA,Agua de Beber,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",44,64
13,1SL9baz3WrN29MAkeyvaHn,Desde Que O Samba E Samba,7HGNYPmbDrMkylWqeFCOIQ,Caetano Veloso,"['bossa nova', 'mpb', 'samba de roda', 'tropicalia']",0,64
14,2GW4RDBkjLWUDjumnHB3K1,Desafinado,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",49,62
15,5JpzCoU3507wF3znYcQbFA,Aos Pés da Cruz,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",0,63
16,1IkE3IsuP4HNU073wsE6T5,Água de Beber,1WxunfiOh9Ws0uu2JoDmjL,Quarteto Jobim-Morelenbaum,"['bossa nova', 'samba-jazz']",56,41
17,0yO7Rg00ZJiMMb8pHiBojc,Samba de Orfeu,174ThXFgQg2VCq9r3m8ceb,Luiz Bonfá,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",53,52
18,6OeIgS4Sk5Qea5Ds5MGTGe,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0,62
19,7Fp9aHipEXSe218KJOQOG1,Fotografia,0yFvXd36g5sNKYDi0Kkvl8,Elis Regina,"['bossa nova', 'brazilian jazz', 'mpb', 'samba']",0,58
20,28PORYgAQ5vrbwtobRlCoq,A Felicidade,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",46,64
21,2v9LGwYybWMNhO0xZXpo6M,Bim Bom,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",43,62
22,5DHsGfjaxIpt0v0dPGaWdI,Carta Ao Tom 74,5HlnN6xF2MD87KhGRmCRTd,Vinícius de Moraes,"['bossa nova', 'mpb', 'samba']",54,56
23,2moGHNaU8a4j1iowyOiYnF,Samba da Bênção,3f5VCwd57gZsqMad28jyLV,Maria Bethânia,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",56,59
24,1zxMcomnqXDoPipY4ACR8t,Bluchanga,17wDxPR2GcU3r1dpCoCiUi,João Donato,"['bossa nova', 'brazilian jazz', 'mpb', 'piano mpb']",0,48
25,6HOtn3ccKCgz2vQkWFIYnp,Photograph,5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",45,59
26,6BAlnEh3wnUMpIBiuQQHYg,Diz Que Fui Por Ai,64KVQ4YupSZYrGNLduVtj3,Nara Leão,"['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia']",52,50
27,2MTrACUycdhqhQ9dYpxWJb,Só Tinha De Ser Com Você,0yFvXd36g5sNKYDi0Kkvl8,Elis Regina,"['bossa nova', 'brazilian jazz', 'mpb', 'samba']",0,58
28,6tGwpf1CczvEvzVaDVUPjk,Vivo Sonhando,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0,62
29,00KsnoekYhjdUu9yAPvXVh,One Note Samba,1b8kpp4DUwt1hWaxTiWQhD,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",0,58
30,0oiNDJWFLPQoAm35OwT66P,Children's Games,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",49,64
31,6u6E9DZgzyyo1oFofn7zIs,O pato,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",45,62
32,1xgiVKlkBQsBeDfImpQXYM,A Tonga Da Mironga Do Kabuletê,7rPqFVgJYARiFsLDlN6W6y,Toquinho,"['bossa nova', 'mpb', 'musica infantil', 'samba', 'violao']",0,59
33,18jzP0rBaHJ2gjVhZ5OvKn,Samba De Verao,7HGNYPmbDrMkylWqeFCOIQ,Caetano Veloso,"['bossa nova', 'mpb', 'samba de roda', 'tropicalia']",0,64
34,3fBxGMlrjOhQ2NOiKfrRtf,Outra Vez,5w4qi7KMTWcV7sgXgVoPwW,Elizeth Cardoso,['velha guarda'],0,40
35,7ilc2TB1RZXbQJyFs5qCiC,Fly Me To The Moon,5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",61,59
36,3SkLW48Xt2knevezFTs0pY,Brigas Nunca Mais,0yFvXd36g5sNKYDi0Kkvl8,Elis Regina,"['bossa nova', 'brazilian jazz', 'mpb', 'samba']",46,58
37,21n8OogtCoE8INAOdGQ38M,O Grande Amor,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0,62
38,3YyKhjarSxJWuO44trAVdr,Eu Vim Da Bahia,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",43,62
39,57U0iv9L9gG6fqXXIle1GB,O Morro Nao Tem Vez,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
40,13phYi072bj5ibxBx4VhQC,Garota De Ipanema,5b2ylVrhm7GKFoUjuNk1Op,Vinícius,[],0,30
41,2TjjcQQWZlbY5Hy46zQvAU,Tristeza,7rPqFVgJYARiFsLDlN6W6y,Toquinho,"['bossa nova', 'mpb', 'musica infantil', 'samba', 'violao']",43,59
42,4fJrqBOXrJ9QwaqJ9UsptN,Sambalamento,174ThXFgQg2VCq9r3m8ceb,Luiz Bonfá,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao']",43,52
43,2LFcZ1nrrMPmGOvuEwAK23,Manha de Carnaval,17wDxPR2GcU3r1dpCoCiUi,João Donato,"['bossa nova', 'brazilian jazz', 'mpb', 'piano mpb']",7,48
44,42h9Y1WHuG59vNUDihuJsE,Corcovado,1b8kpp4DUwt1hWaxTiWQhD,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",0,58
45,6K9LWxm740uE2m94xspjm6,Aquarela do Brasil (Participação especial de Gilberto Gil e Caetano Veloso),77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",46,62
46,4KDhYE59IceF0kklPXyVQI,Tim-Tim-Por-Tim-Tim,1FbL4RGqW5gvZ2kZNGdfpA,Os Cariocas,['bossa nova'],44,40
47,5m4TzaOXvk1biOR3LdObVt,Tereza My Love,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",45,64
48,2oBiFDhFwbEHYaGOf1Mfrb,O Barquinho,64KVQ4YupSZYrGNLduVtj3,Nara Leão,"['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia']",0,50
49,1cCKsJZbWUZbAkdrn2qviQ,Rio,2IRXlLBgHK3HSNJ7YlbyW4,Quarteto do Rio,[],49,30
50,6NAsiy8bVS2hx95ofthfSV,Insensatez,7rPqFVgJYARiFsLDlN6W6y,Toquinho,"['bossa nova', 'mpb', 'musica infantil', 'samba', 'violao']",51,59
51,7BQSe1LHaS5mDtUT91eHmW,Ê Lalá Lay-Ê,17wDxPR2GcU3r1dpCoCiUi,João Donato,"['bossa nova', 'brazilian jazz', 'mpb', 'piano mpb']",48,48
52,26yZOj0NBntzksJCkBMm6v,Samba Do Aviao,1b8kpp4DUwt1hWaxTiWQhD,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",0,58
53,1Qwzw8hbVa28uXYxHeamaT,Tarde em itapuã,7rPqFVgJYARiFsLDlN6W6y,Toquinho,"['bossa nova', 'mpb', 'musica infantil', 'samba', 'violao']",54,59
54,54nMyXP7zFHWc2nrThkZ6v,Tin Tin Por Tin Tin,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",47,62
55,24OF9ihv97VwNXQZ2gGy8v,Gente Humilde,6tOsSffQQIXmK8TqsDck8t,Chico Buarque,"['bossa nova', 'fado', 'mpb', 'tropicalia']",51,60
56,0w4ufcWQwpRuLjOS1dpxu7,Triste,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
57,4x3lE3wPWKKQRRFREo8AMw,Outra Vez,64KVQ4YupSZYrGNLduVtj3,Nara Leão,"['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia']",0,50
58,4XWgUf9Hke6SekbfxEhdGG,Meu Mundo Caiu,6O67GI6ayhWHyFmOOJRLEq,Maysa,"['mpb', 'velha guarda']",0,38
59,2rdVCNThL8kxzsRzusmt5t,Até Quem Sabe,1j081CNX8swtqfQCXGUc4v,Cauby Peixoto,"['bossa nova', 'mpb', 'pop nacional antigas', 'samba', 'velha guarda']",48,37
60,1CKhZVUyHhXKtN6Bo68xqq,Samba De Uma Nota Só,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",51,64
61,2a9RgLSgbfIQwEiwCltTSK,Rosa Morena,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",45,62
62,7lDKmjx051iKv7kU6keNEm,Este Seu Olhar,64KVQ4YupSZYrGNLduVtj3,Nara Leão,"['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia']",0,50
63,0x3svf6lgzCE0AUh8Dqk3D,Sorriu Para Mim,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",0,62
64,3TmokbG0VebPjUcoNgW0R9,Corcovado,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
65,1Hy8rhQjCQtscISAE6GmVP,Doralice,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",0,62
66,4wBdGRxCaWFtqei59k5InB,The Red Blouse,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",44,64
67,6zPpAkAQQ4GDvUEtd4wiG7,Ela e Carioca,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",40,62
68,13VTZ3mO1X6tYFvAwn61aB,Pra Que Discutir Com Madame? - Live,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",0,62
69,7i325B6qZFdkne07FRsWlk,Wave,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
70,61hcUAElBx2rcOCoaldQNj,De Conversa Em Conversa,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",43,62
71,3ZlYRldUJNor2B8ETwhT2I,Dindi - Live,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
72,0dfj6j9cYQYGmZej4WvMHL,Unhappy Remark (Palpite Infeliz),77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",0,62
73,4XUjJAMQ0sYoyOQJZf2AS0,Meditação,77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,"['bossa nova', 'brazilian jazz', 'cool jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",36,62
74,6tyYK7y3kboS7GQulNtwo5,Pela luz dos olhos teus,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",0,64
75,3vXXUi4bPLz5e5fCPmuKNL,"12"" Running Up That Hill (A Deal With God) - 2018 Remaster",1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",60,82
76,1kg5ztU5FUMfpcYSM563HK,"The Big Sky - Meteorological Mix, 2018 Remaster",1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",41,82
77,0P3Vdr7vyAIQ6yQ3RW4Vx8,Walk Straight Down The Middle - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
78,69pgeTJrnIwVGpmPHaPy8g,You Want Alchemy - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",43,82
79,5lluGMVrUvMzcEipK5Ly9v,Experiment IV - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
80,0TcTkgyDZnyY58dIhxsLE1,Running Up That Hill (A Deal With God) [2012 Remix] - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
81,5Ynx1oX9KzN8hMWmxLMf86,Home for Christmas - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
82,0GJp8b9WbpsiUsgapJgdmH,Sexual Healing - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
83,2oKC7bj7jzdHSwtoshFHSZ,Mna Na Heireann - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
84,3ETZM74L5jfwcfw2ABn9iC,Running Up That Hill (A Deal With God) [2012 Remix],1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
85,6IRs50MZ377bPiecwsQeBU,Snowflake,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
86,5kzVLJJqyqmYSl8GSdgtwk,Lake Tahoe,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",31,82
87,4i2kBJlktjl2OlU2rYNMQL,Misty,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",29,82
88,0Uh5k3TbgPqTBSzv0ZYB70,Wild Man,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",29,82
89,7zWxqvfeINCHejNbbsr6EA,Snowed In At Wheeler Street,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",28,82
90,6MtXVfbFWxYUWSaMwKsyZJ,50 Words For Snow,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",28,82
91,59bqfx6mVQYDk8fSWZ2cka,Among Angels,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",28,82
92,38B6EhwMkTsmzyfcSNZttG,Wild Man - Radio Edit,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",21,82
93,08lMgN8WWvliADHzWvaedr,Wild Man,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",20,82
94,0JUXzFJn5M3UyeFvdUFo0w,Flower Of The Mountain - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",27,82
95,3Wup8sFO6jBZyFttrEiHZ9,Song Of Solomon - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",26,82
96,2EAMo0q9q4gQKmMyH8IrgE,Lily - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",27,82
97,0XABdDbjdMqiLGobyF4SMt,Deeper Understanding - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",25,82
98,2QkIdTdvzWAgVSGAx1sL6r,The Red Shoes - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",25,82
99,7FL3j6I76vYGKB0W8KdQon,This Woman's Work - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",28,82
100,55bUODL1tWYpadIPsKrC1d,Moments Of Pleasure - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",24,82
101,3liGb2X50jmkcgFHD5lZnM,Never Be Mine - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",24,82
102,5cngHsKpy375OShQGcYf2l,Top Of The City - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",23,82
103,54ZxvylBdVRSFtUjeR7INX,And So Is Love - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",23,82
104,4IKMHcruiDQkLHQ6XyERne,Rubberband Girl - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",23,82
105,2iQERYQkaQRRNtJYioz5QT,Deeper Understanding,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",18,82
106,4euMAXf4WadbrPdlAQ1JhG,Never Be Mine,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",18,82
107,54IinP2bRs3c3TwXIEtwUb,King Of The Mountain - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",42,82
108,0y5knBUeoo1US16AOga8fO,Pi - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
109,0R530b2OGRgEudArUs2LtV,Bertie - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",45,82
110,71CDY3Hu5Yzy0ctjFB8kgl,Mrs. Bartolozzi - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
111,6W3Pf0HHoUZOHd8pWVMdJU,How To Be Invisible - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
112,1SxxVB7Ad3U3n8jEGysMlx,Joanni - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
113,5PB6VUDxw0xdGLkXOOSpRi,A Coral Room - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",45,82
114,53Koyl1gMeZCuhNcORMwv3,Prelude - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",33,82
115,6IpxroksiY00lNx19a6o1s,Prologue - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
116,0FuFnEeHewGFyPRMfJSsRj,An Architect's Dream - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
117,0Eu8n8N3CHwx5wQCGOtMB7,The Painter's Link - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
118,0Szl8al8jOn6Qr1T4eGLRc,Sunset - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",50,82
119,34q6FLukFrtE4XgFOPIEBF,Aerial Tal - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",33,82
120,6IKAxrHOemCk3yO33aWQDx,Somewhere In Between - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
