,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop
3026,6hDH3YWFdcUNQjubYztIsG,Everybody (Backstreet's Back) - Radio Edit,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"['boy band', 'dance pop']",0,74
3027,3XIEWK1V9n25PS9Vb6axj5,Born to Be Alive - The Original,1CcEgi464SWZsKY5579u7z,Patrick Hernandez,"['disco', 'hi-nrg']",72,54
3028,74BmnSR6ECVZdXnl0cPY7a,Children - Radio Edit,2YVF0Ou5zIc4mpgtLIlGN0,Robert Miles,"['dream trance', 'eurodance', 'trance']",0,58
3029,0dvBxpL7aCjiKMFtsZRsFd,Love Generation,5YFS41yoX0YuFY39fq21oN,Bob Sinclar,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'tropical house', 'vocal house']",42,65
3030,12etwAqhjJJrZdGrsQ9Wff,Life Is Life,2ErzaWnOo06juEi02DvrYF,John Vass,[],50,31
3031,7AGK8ekSavI8oatFnacIAd,Who's That Chick ? (feat. Rihanna) - Single Version,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",51,86
3032,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",0EmeFodog0BfCgMzAIvKQp,Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",76,85
3033,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,"['modern rock', 'rock']",77,73
3034,1ySwd43oWXbrytN2BD0Mhb,"Bailamos - From ""Wild Wild West""",7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",61,76
3035,3qKGvSu1inEZKwYQnMavNA,Smack That,0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],30,78
3036,6PypGyiu0Y2lCDBN1XZEnP,Everybody Hurts,4KWTAlx2RvbpseOGMEmROg,R.E.M.,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']",75,71
3037,3Y8WRvVlQHMvtBwaV4TGlJ,Hero,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",0,76
3038,28NBmftocOzTPEb6OYA9fW,Le Freak,0Xf8oDAJYd2D0k3NLI19OV,CHIC,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul']",0,60
3039,2VqAEP1yY5T523K7bZtL8a,Right Now (Na Na Na),0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],70,78
3040,66S14BkJDxgkYxLl5DCqOz,I'm Gonna Be (500 Miles),1A92IAcd7A6npCA33oGM5i,The Proclaimers,"['celtic rock', 'scottish rock']",73,61
3041,0lqYRbRiGc5oiCUW51JH5s,Beautiful,0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],66,78
3042,6fqLce5TNAmNgbFwXD2DdG,"I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995",7dnB1wSxbYa8CejeVg98hz,Meat Loaf,['album rock'],59,63
3043,0RmXtDH1cBMGImRrmn5xL6,Turn Me On,1GaBsp1ICIp1e6udgE7fba,Kevin Lyttle,"['soca', 'vincy soca']",66,58
3044,3850dYVgOFIXJh5U4BFEWH,Hung Up,6tbjWDEIzxoDsBA1FuhfPW,Madonna,"['dance pop', 'pop']",76,76
3045,65E62rOSbm7SZbAMYjNTJq,Pride (In The Name Of Love) - Remastered 2009,51Blml2LZPmy7TTiAg47vQ,U2,"['irish rock', 'permanent wave', 'rock']",69,76
3046,2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,"['electro', 'filter house']",84,79
3047,1YwNlWLf8auhazSQUDQLFU,Enjoy the Silence - Single Mix,762310PdDnwsDxAQxzQkfX,Depeche Mode,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",61,71
3048,4bSWx86yHmy6OOMsQPU60F,I'm On Fire,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0,74
3049,4dzYaReISXJQSL0VQHVGUw,Fields Of Gold,0Ty63ceoRnnJKVEYP0VQpk,Sting,"['permanent wave', 'soft rock', 'sophisti-pop']",0,70
3050,7sMGwiS4vOMcz86ZY3vKYM,Girls Just Want to Have Fun,2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,"['disco', 'new wave pop', 'permanent wave', 'soft rock']",63,69
3051,0CUEc6T65lrU6rVW3HVYsl,Celebration - Single Version,3VNITwohbvU5Wuy5PC6dsI,Kool & The Gang,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul']",52,66
3052,79Dl8iYn0PFQG2wqDxPlQU,Escape (The Pina Colada Song),0TqIPD4IS1w4e30R38B3vj,Rupert Holmes,"['soft rock', 'yacht rock']",57,59
3053,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",80,87
3054,5BncQXZqKNmcoy6TRN0IYi,Dance With Somebody - Radio Version,5I4eibDkC7gg0hmczTZuND,Mando Diao,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']",63,55
3055,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,0AkpPlFLnr0VQwZQeMGht0,Modjo,"['disco house', 'filter house', 'vocal house']",78,60
3056,3R2ezKaNvWEvCYoZ0fkxwN,Stupidisco (Radio Edit),583EYzsIVCz1HsEKZbuJ1k,Junior Jack,"['classic house', 'deep house', 'disco house', 'tech house', 'tribal house', 'vocal house']",0,47
3057,6A4Jc8npNo79BOgsrPptLA,Somebody's Watching Me - Single Version,3xs0LEzcPXtgNfMNcHzLIP,Rockwell,[],1,56
3058,5iVokrKeCN1Bje8GlgxtQU,Stereo Love,6XwwFnewNgWp81MYMK8zLq,Edward Maya,"['dance pop', 'romanian house', 'romanian pop']",30,65
3059,6qB7YcFpeBEQa0D6QO482y,"It Must Have Been Love - From the Film ""Pretty Woman""",2SHhfs4BiDxGQ3oxqf0UHY,Roxette,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",64,69
3060,1peT7rhuRsVvJVSSd0iXXp,Beautiful Girls,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",55,69
3061,0kwENjv9F98MZLPEN3gCQT,Gonna Make You Sweat (Everybody Dance Now),7krx6UBDKLwE0q3s3fesqF,C & C Music Factory,"['diva house', 'eurodance', 'hip house']",0,53
3062,2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,"['dance pop', 'pop rap']",77,68
3063,6bXFXDYcwHiuvW1IDayCPA,The Summer Is Magic (Radio Mix),6zZWFyAqVLEWelkVuQRUCz,Playahitty,"['eurodance', 'europop', 'hip house']",60,47
3064,7v02Sn9vYRQ6pc1lqhnkWY,Save Tonight,3ngKsDXZAssmljeXCvEgOe,Eagle-Eye Cherry,['pop rock'],54,58
3065,7qtAgn9mwxygsPOsUDVRRt,Survivor,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",65,70
3066,5JZpQuRIX8MTiKwuELjTlx,"Independent Women, Pt. 1 - Pasadena Remix",1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",61,70
3067,2V4bv1fNWfTcyRJKmej6Sj,Cooler Than Me - Single Mix,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,"['dance pop', 'edm', 'pop', 'pop rap']",77,69
3068,2iaCM7WvOknQI1230hA9eK,Homecoming,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"['chicago rap', 'rap']",0,90
3069,4uqNn56KFQ7NtJ35xWZKvf,Fascination,7Defmv25Kj9knpobhHIghm,Alphabeat,"['dance pop', 'danish pop', 'electropop', 'europop', 'metropopolis']",0,47
3070,4mPiTSD96K4Dha1irhqpW3,Bend & Break,53A0W3U0s8diEn9RhXQhVz,Keane,"['neo mellow', 'piano rock', 'pop rock']",58,70
3071,3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,6V3F8MZrOKdT9fU686ybE9,Mark Morrison,['british soul'],75,59
3072,2T3jgoAMbBXiMMD8pSc6QL,This Is The Life,1hJuGCUpefX24GFmss9bjH,Amy Macdonald,['scottish singer-songwriter'],75,60
3073,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,5aMmmNxw4vgpc5XC6hK0zp,The Calling,"['neo mellow', 'pop rock']",74,60
3074,6swiYI23US0cdQTnTpjQ8c,Sweet Goodbyes,0ZLfGbfO9xjpfna1pN8BeX,Krezip,"['dutch pop', 'dutch rock']",34,51
3075,0k2GOhqsrxDTAbFFSdNJjT,Temperature,3Isy6kedDrgPYoTS1dazA9,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",80,79
3076,6jBUP2KCe821yqf1hiBqPR,Broken Strings,3LpLGlgRS1IKPPwElnpW35,James Morrison,"['neo mellow', 'neo soul', 'pop', 'pop rock', 'uk pop']",70,62
3077,49kjlZP49LMD1MrrcvXDET,For the First Time,3AQRLZ9PuTAozP28Skbq8V,The Script,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']",68,72
3078,5zJJjbFWPqjIdTg8v2tcMb,Drops of Jupiter (Tell Me),3FUY2gzHeIiaesXtOAdB7A,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",42,72
3079,1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,"['classic rock', 'glam rock', 'rock']",75,83
3080,59dLtGBS26x7kc0rHbaPrq,Nothin' on You (feat. Bruno Mars),5ndkK3dpZLKtBklKjxNQwT,B.o.B,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",75,71
3081,5rX6C5QVvvZB7XckETNych,All Summer Long,7dOBabd5O4CvKrg4iriHTM,Kid Rock,"['alternative metal', 'nu metal']",75,67
3082,6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,72OaDtakiy6yFqkt4TsiFt,Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']",72,67
3083,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,6deZN1bslXzeGvOLaLMOIF,Nickelback,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",79,73
3084,1KhoxMMUdkYIKwKbMcOvzK,Owner of a Lonely Heart - 2008 Remaster,7AC976RDJzL2asmZuz7qil,Yes,"['album rock', 'art rock', 'classic rock', 'jazz fusion', 'progressive rock', 'rock', 'symphonic rock']",0,60
3085,0ire4j2mcGovF5JA1D2cTp,Don't Leave Me This Way (with Sarah Jane Morris),17U2ImH5IyYMvjkCfPhMHT,The Communards,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",69,52
3086,3ZZq9396zv8pcn5GYVhxUi,Down Under,0f3EsoviYnRKTkmayI3cux,Men At Work,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",72,63
3087,0e3yhVeNaTfKIWQRw9U9sY,Sacrifice,3PhoLpVuITZKcymswpck5b,Elton John,"['glam rock', 'mellow gold', 'piano rock']",73,82
3088,7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,4x1nvY2FN8jxqAFA0DA02H,John Lennon,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",77,67
3089,7Fg4jpwpkdkGCvq1rrXnvx,Comfortably Numb - 2011 Remastered Version,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",67,77
3090,1jUA4rb6ZCv4gby4YU53xq,No Air (feat. Chris Brown),2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",71,61
3091,2gQaQUhDCNGfBVXTvxAmXQ,Shout,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",72,72
3092,1fr92Vupmcs2vgLMFVQ7rd,In the Shadows,76ptJV8617638xrpeoUtzl,The Rasmus,"['finnish alternative rock', 'funk metal']",70,58
3093,2CvOqDpQIMw69cCzWqr5yr,Halo,6vWDO969PvNqNYHIOW5v0m,Beyoncé,"['dance pop', 'pop', 'r&b']",73,83
3094,3Ud6fFep5ZlXzRWw6Sm8no,Walk Of Life,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",5,73
3095,4kTBakk3h2S678cajDcVTw,Latch,6nS5roXSAGhTGr34W6n7Et,Disclosure,"['edm', 'house', 'pop', 'uk dance']",60,73
3096,3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",76,68
3097,1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,3PhoLpVuITZKcymswpck5b,Elton John,"['glam rock', 'mellow gold', 'piano rock']",83,82
3098,4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,"['rock-and-roll', 'rockabilly']",69,79
3099,1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,53A0W3U0s8diEn9RhXQhVz,Keane,"['neo mellow', 'piano rock', 'pop rock']",81,70
3100,60e5PcqGmlVFQ0HHgUagCJ,I Shot The Sheriff,6uSKeCyQEhvPC2NODgiqFE,The Wailers,"['dub', 'reggae', 'roots reggae', 'ska']",58,57
3101,0yac0FPhLRH9i9lOng3f81,Everybody's Changing,53A0W3U0s8diEn9RhXQhVz,Keane,"['neo mellow', 'piano rock', 'pop rock']",73,70
3102,583xVl0Sbj93uU4ceixgU8,I'm Outta Love - Radio Edit,2siHvYaxjaW5rKVRiIrMYH,Anastacia,['dance pop'],65,59
3103,2le9fblYnfoLr9dkZIsJUa,"Baby, I Love Your Way",0Jeckitay8SbvKwqAzWuYH,Big Mountain,"['reggae', 'reggae fusion']",65,55
3104,31DvHUCSioX0JD7B4kZMJ9,Money For Nothing,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",4,73
3105,49kjlZP49LMD1MrrcvXDET,For the First Time,3AQRLZ9PuTAozP28Skbq8V,The Script,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']",68,72
3106,12yGwtB2h9NlzeOKYfVYTF,Don't Matter,0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],24,78
3107,4S1VYqwfkLit9mKVY3MXoo,Forever Young,0xliTEbFfy5HQHvsTknTkX,Alphaville,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",72,62
3108,3r6lBKYbdru7e7ky2MiF75,Fading Like A Flower (Every Time You Leave),2SHhfs4BiDxGQ3oxqf0UHY,Roxette,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",64,69
3109,3WMbD1OyfKuwWDWMNbPQ4g,Daddy Cool,54R6Y0I7jGUCveDTtI21nb,Boney M.,"['disco', 'europop']",72,70
3110,5CMVFeYw1PXtd3QcjKBFVh,Word Of Mouth,2yTUYhIf8fxptTIy3KLuJD,Mike & The Mechanics,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",59,59
3111,5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,2wpWOzQE5TpA0dVnh5YD08,Bronski Beat,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",74,57
3112,225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",74,74
3113,6tXnRSvuNgOq4QcxpIN54r,Weather With You,7ohlPA8dRBtCf92zaZCaaB,Crowded House,"['australian rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']",70,63
3114,1qEHgdFqUxFebMPk8s2HLY,I Don't Feel Like Dancin' - Radio Edit,3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters,"['dance pop', 'dance rock', 'electropop']",67,60
3115,7GaFYUqP2WdR4KTPk7cXoP,Let Me Love You,20s0P9QLxGqKuCsGwFsp7w,Mario,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",68,64
3116,1KXrIYY9fvjI0wN4gc4BVN,Behind Blue Eyes,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']",0,71
3117,4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",76,84
3118,63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,4lxfqrEsLX6N1N4OCSkILp,Phil Collins,"['mellow gold', 'rock drums', 'soft rock']",75,74
3119,17Ng10tIgnYmAitl0SgT3R,Higher Love - Single Version,5gxynDEKwNDgxGJmJjZyte,Steve Winwood,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']",66,61
3120,0WkxGnH4I9PcTPAnYnriI9,All 'Bout the Money,4eYjWapog2qNOYRnqBvGXP,Meja,[],31,41
3121,7MTdv6v3vsmQcVfh7eIaks,Tripping,2HcwFjNelS49kFbfvMxQYw,Robbie Williams,"['dance pop', 'dance rock', 'europop']",60,69
3122,6St9lR6dhV2tpCNVz7qfrS,In My Head,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",66,80
3123,14blxrgE0VWAgv5aF2wWmx,Good Life,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"['chicago rap', 'rap']",19,90
3124,1LOZMYF5s8qhW7Rv4w2gun,Dreadlock Holiday,6i6WlGzQtXtz7GcC5H5st5,10cc,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",69,60
3125,303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You,2w7IutHv5g4e8LumrwtjWR,Stardust,[],71,55
3126,7BpyfQEmvi0sUmOq29plEE,You Don't Know Me (feat. Duane Harden) - Radio Edit,3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,"['deep house', 'disco house', 'house', 'pop dance', 'speed garage', 'vocal house']",61,61
3127,5mAh5J4w6BEZkajB1M7XrB,Lola's Theme - Radio Edit,60FV7KyxIH9FH1uq7u8inP,The Shapeshifters,"['deep house', 'disco house', 'diva house', 'house', 'vocal house']",67,52
3128,5LeGRlEBxdkIaU2hlCCIA2,Can You Hear Me,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",48,76
3129,5mMxriCaSYyZopQDPYkyqT,Apache (Jump On It),7zliF6Q946WznVk3ZMYhZX,The Sugarhill Gang,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'new jersey rap', 'old school hip hop', 'rap']",49,51
3130,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"['art pop', 'dance pop', 'pop']",78,84
3131,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,7gP3bB2nilZXLfPHJhMdvc,Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",84,70
3132,2uWK6uBDfyg78xfiH1iiFP,Ella Elle L A,47BNWfpngeFHYvBlPPyraM,Kate Ryan,"['belgian pop', 'bubblegum dance', 'eurodance', 'europop']",59,52
3133,4LiJE6pqgsTX3FtukW6bNh,Release Me,6SsTlCsuCYleNza6xGwynu,Agnes,"['dance pop', 'electropop', 'europop', 'swedish electropop', 'swedish idol pop', 'swedish pop']",66,56
3134,2uNq2hKb4X1S30hBgoywOF,Left Outside Alone,2siHvYaxjaW5rKVRiIrMYH,Anastacia,['dance pop'],62,59
3135,4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,4dpARuHxo51G3z768sgnrY,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",80,84
3136,6RQtvdmW0fnWv1VOKpgYcq,Sing Hallelujah!,6BkcAbUkfIBM4XudxieMq8,Dr. Alban,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",36,59
3137,3OeUlriM0EZHdWleJtjoVr,Got My Mind Set On You - Remastered 2004,7FIoB5PHdrMZVC3q2HE5MS,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",73,66
3138,7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",81,71
3139,7safX55XidhznxK5eDdDm5,I Can't Dance - Remastered 2007,3CkvROUTQ6nRi9yQOcsB50,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",64,66
3140,2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,3CkvROUTQ6nRi9yQOcsB50,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",63,66
3141,0snPJPxkk0MbTc0xeUvAPt,Dancing On The Ceiling,3gMaNLQm7D9MornNILzdSl,Lionel Richie,"['adult standards', 'disco', 'mellow gold', 'soft rock']",70,69
3142,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",80,72
3143,3h04eZTnmFLRMjZajbrp2R,Need You Tonight,1eClJfHLoDI4rZe5HxzBFv,INXS,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",72,68
3144,6WFQsZZa81anp9BkqZMyTb,Wavin' Flag - Coca-Cola® Celebration Mix,7pGyQZx9thVa8GxMBeXscB,K'NAAN,['reggae fusion'],58,60
3145,2VN7uPrbryJ7nE2MXX3f9a,"Burning Heart - From ""Rocky IV"" Soundtrack",26bcq2nyj5GB7uRr558iQg,Survivor,"['album rock', 'hard rock', 'rock', 'soft rock']",67,66
3146,3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,4dpARuHxo51G3z768sgnrY,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",80,84
3147,19dGjPq1bu1v0Gg4NEAHd5,Secret Song - Number Stations Mix,3fvetbwKOGvPQsY5ArCOEb,Sargeant X Comrade,[],18,12
3148,2m0M7YqCy4lXfedh18qd8N,Into the Groove,6tbjWDEIzxoDsBA1FuhfPW,Madonna,"['dance pop', 'pop']",66,76
3149,55OjNE2lCUX19YsiwjmtYX,Super Freak,0FrpdcVlJQqibaz5HfBUrL,Rick James,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'synth funk']",0,60
3150,60EtAySYm0qBlPj3LSXil6,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",3vMWY1bUrmYoSoEWLiQWOZ,Glenn Frey,"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock']",0,56
3151,31MOjWj3CT3dCQsMV2b8Wu,Blue Monday '88,0yNLKJebCb8Aueb54LYya3,New Order,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",66,64
3152,0Ya8H9JmT4ewIx9cyejwqW,Mony Mony,7lzordPuZEXxwt9aoVZYmG,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",54,67
3153,0xs0ewnEb6c2DlY7LjOD7t,Girls Just Wanna Have Fun,2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,"['disco', 'new wave pop', 'permanent wave', 'soft rock']",55,69
3154,6U0LFSaIMfQwIuL5FgC0z6,Somebody's Watching Me,3xs0LEzcPXtgNfMNcHzLIP,Rockwell,[],0,56
3155,0vLwL4xuJ3s7SeaCdvMqkY,Call Me,4tpUmLEVLCGFr93o8hFFIB,Blondie,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",60,68
3156,1LB4XUJPcqAk7VtvQORTML,You Dropped A Bomb On Me,4TwHRCIu3Xg9fjS3l7owkp,The Gap Band,"['disco', 'funk', 'post-disco', 'quiet storm', 'soul']",0,54
3157,5PvpjRcAyODsX5Xf7B1uSw,I Wonder If I Take You Home,1vgjN6nIPNKiiQGE9PtzTT,Lisa Lisa & Cult Jam,"['freestyle', 'funk', 'quiet storm', 'urban contemporary']",0,45
3158,7o7E1nrHWncYY7PY94gCiX,Video Killed The Radio Star,057gc1fxmJ2vkctjQJ7Tal,The Buggles,"['early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",72,57
3159,2qeESyQyH7MRHCBotCQsNq,Hungry Like the Wolf,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",52,67
3160,0ObLFkX9bnGBZMFVeLFRN4,Caribbean Queen (No More Love On the Run),5IDs1CK15HegSAhGEbSYXo,Billy Ocean,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",0,61
3161,2kulOHR2XY6YDZCWXb38hn,Wanna Be Startin' Somethin',3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,"['pop', 'r&b', 'soul']",67,80
3162,3BneMfYdo9X8m90BRhMzSL,Youre the One for Me - Radio Mix,4gQEXxzqwNmQwjU0Wc0Ioe,D-Train,"['boogie', 'disco', 'funk', 'popping', 'post-disco', 'quiet storm']",53,44
3163,2pX5qSgxQFwlrkjxph8fxb,The Loco-Motion,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'uk pop']",62,68
3164,1q1KMkhrBdkFTTXFb0AeII,"Promises, Promises - Single Edit",3C6chBmZ9wzisBhoh8G2nK,Naked Eyes,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",35,47
